sent_id	uri	mention	final sentence
187	Q187125	Hristo	Hristo menjadi runner-up di penghargaan Pemain Terbaik Dunia FIFA pada tahun 1992 dan 1994, serta memenangkan Ballon d'Or di tahun 1994.
188	Q192661	Jo-Wilfried	Pada 2017, Jo-Wilfried membantu Prancis meraih kemenangan Piala Davis pertamanya dalam 16 tahun, setelah menjadi runner-up pada 2014.
189	Q11105	Hakim Elena Kagan	Setelah bersekolah di Princeton, Oxford, dan Sekolah Hukum Harvard, hakim elena kagan menyelesaikan pekerjaannya sebagai juru tulis federal di Pengadilan Banding dan Mahkamah Agung.
190	Q547525	Roland	Roland juga menjadi Presiden Dewan Konstitusional dari 1995 sampai 1999.
191	Q4169679	Wendy Law Suart	Wendy Law Suart melakukannya bersama temannya, Shirley Duncan antara tahun 1946 dan 1949.
192	Q105949	Akira	Akira belum mendapatkan hak paten atas teknologi reaksi Suzuki karena menurutnya penelitian ini didukung oleh dana pemerintah, oleh karena itu, teknologi penggandengan telah meluas, dan banyak produk yang menggunakan teknologi ini telah dimanfaatkan secara praktis.
193	Q12501420	Opet	Akan tetapi, pada tahun 1999 Opet memutuskan mundur dari Gigi setelah Thomas keluar dari rehabilitasi dan kembali ke Gigi.
194	Q14345	Roh	Roh menjabat sejak 25 Februari 2003 sampai 24 Februari 2008.
195	Q380474	Sibghatullah	Sibghatullah dianggap sebagai pemimpin Muslim moderat.
196	Q10131	Francisco	Francisco bermain untuk Tim Nasional Argentina dari tahun 1930 sampai 1937.
197	Q691402	Raja Felipe Iv	Kehidupan pribadi raja felipe iv lahir di Istana Kerajaan Valladolid, dan merupakan putra tertua Philip III dan istrinya, Margaret dari Austria.
198	Q487944	Yoon	Yoon pertama kali berperan dalam serial televisi High Kick!
199	Q4517	Bernard	Bernard menghabiskan masa Perang Pasifik sebagai perwira radar.
200	Q16164567	Ahmad	Ahmad juga membantah uang Rp1 Miliar yang ditemukan saat penangkapan akan diberikan kepada Luthfi Hasan.
201	Q11203078	Diana	Diana merupakan adik dari penyanyi Indonesia, Rita Nasution sekaligus ibu dari penyanyi dan musikus Indonesia, Marcello Tahitoe.
202	Q435789	James	James dua kali menjadi pemenang Grammy Award dan dua kali meraih nominasi Academy Award untuk Lagu Asli Terbaik.
203	Q49248004	Muhamad	Muhamad berkiprah dalam dunia politik pertama kali sejak dirinya bergabung dengan Golongan Karya hingga memasuki masa Reformasi, Muhamad memilih untuk berpindah partai ke Partai Keadilan dan Persatuan selama kurang lebih setahun.
204	Q698490	Deanie	Deanie memenangkan Penghargaan Film Hong Kong sekali untuk Aktris Terbaik dan dua kali untuk Aktris Pendukung Terbaik; Deanie juga memenangkan sebuah Coppa Volpi untuk Aktris Terbaik di Festival Film Internasional Venesia ke-68.
205	Q2321140	Simao	Akhirnya Simao menyerah, tidak melanjutkan usaha-usahanya ini dan kembali taat pada serikat.
206	Q2659798	David	Meskipun ditolak oleh kalangan akademik, karya-karyanya David meraih ketenaran di kalangan masyarakat umum.
207	Q69434	Konrad I Dari Merania	Konrad I dari Merania mendapatkan Dachau sebagai pewaris ayahandanya dan wilayah-wilayah di Dalmasia yang adalah bekas Markgrafschaft Krain dari ibundanya, Willibirg, yang mendapatkan warisan tersebut dari Adelaide, putri Poppo II dari Istria.
208	Q12521641	Tirtawinata	Pada masa jabatan Mr. Tirtawinata ada perubahan pada eselon Kejaksaan dengan dibentuknya Cabang Kejaksaan Agung di tempat-tempat tertentu antara lain di Purwokerto.
209	Q779402	Rinaldo	Tidak ada informasi mengenai pendidikan Rinaldo.
210	Q104340	Harold	Meskipun banyak dari film-filmnya yang masih selamat, sebagian besar dari film karya Harold musnah dalam kebakaran tahun 1943 di rumah besar berkamar 44 miliknya di Greenacres, California.
211	Q7060	Michel	Michel telah menulis lebih dari 50 buku filsafat.
212	Q204978	Antonin	Antonin juga pernah membela tim nasional Cekoslowakia dalam 59 pertandingan dan mencetak 17 gol, dan mempersembahkan gelar juara Kejuaraan Eropa UEFA 1976.
213	Q26204	Dionysios Dari Halikarnassos	Tanggal kematiannya Dionysios Dari Halikarnassos tidak diketahui secara pasti.
214	Q43347	Jalaluddin	Hingga saat ini, karya-karya Jalaluddin dalam bahasa aslinya telah dan masih banyak dibaca di wilayah Persia Raya dan juga wilayah-wilayah yang menuturkan bahasa Persia.
215	Q438235	Luca	Luca memulai karier juniornya di klub Monza dan Milan kemudian memulai karier seniornya di klub tersebut.
216	Q3782863	Hamilton	Hamilton berperan dalam memopulerkan Dracula karya Bram Stoker dalam bentuk drama, dan di kemudian hari, film.
217	Q294931	William Randolph Hearst	William Randolph Hearst lahir pada 29 April 1863 di San Francisco, California.
218	Q223303	Mena	Mena berkarier di dunia film sejak tahun 1994.
219	Q862090	Bill	Putra Elliott, Bill, adalah juara NASCAR Seri Piala musim 2020.
220	Q571674	Shiro	Kaisar Shōwa menghadiahinya Shiro dengan medali jasa khusus atas karyanya.
221	Q12488856	Kamaya	Kamaya adalah finalis Indonesian Idol musim kedua dengan nama Maya yang sukses merintis karier sebagai penyanyi Solo.
222	Q2735641	Rhoma	Dari akhir 1970-an, Rhoma mulai berubah menjadi gaya yang lebih berorientasi Islam, memimpin budaya musik populer yang saleh.
223	Q6428174	Komaruddin	Selain sebagai akademisi, Komaruddin juga menjadi penulis kolom di beberapa media massa.
224	Q4227	James	James berkarier di dunia film sejak tahun 1958 sampai James meninggal dunia pada tahun 2002 akibat serangan jantung.
225	Q962721	Hisyam	Hisyam, saudara dari Abdurrahman IV, Hisyam terpilih sebagai Khalifah setelah negosiasi panjang antara gubernur daerah perbatasan dan orang-orang dari Kordoba.
226	Q5580	Albrecht	Albrecht lahir dan meninggal di Nuremberg, Jerman.
227	Q4115716	Dave	Dave juga seorang penulis yang karyanya termasuk episode dari serial televisi Digimon, menyuarakan Kakashi Hatake di Naruto dan menceritakan banyak film dokumenter dan spesial untuk Travel Channel dan Food Network.
228	Q2456746	Atenulf I Dari Capua	Atenulf I Dari Capua bertempur dengan sengitnya di S. Carzio, Clanio.
229	Q6055225	Ozy	Pada tahun 1994, Ozy mulai merambah ke dunia tarik suara dengan merilis lagu "Sungguh" yang bergenre pop.
230	Q229291	Toni	Toni membuat debut filmnya pada tahun 1992 Spotswood.
231	Q16172937	Dana	Aktris berdarah Indo ini Dana mendapatkan nominasi Piala Citra dalam film Lebak Membara pada tahun 1984.
232	Q172165	Troy	Dari tahun 1950 sampai 1960, Troy 500 juga merupakan salah satu bagian dari kejuaraan dunia Formula 1.
233	Q735636	Najmuddin Ayyub Bin Syadi	Perjalanan Najmuddin Ayyub bin Syadi dan dua putranya hingga tiba di Tikrit, Irak, demikian berliku.
234	Q7902203	Uston	Uston juga merupakan mantan pemain Tim nasional Indonesia.
235	Q676555	St Fransiskus Dari Assisi	Menurut tradisi Kristiani, pada tahun 1224 St Fransiskus dari Assisi mendapatkan stigmata ketika tengah mengalami penglihatan ilahi akan malaikat Serafim.
236	Q2362588	Muhammad Husain Haekal	Salah satu bukunya Muhammad Husain Haekal yang terkenal adalah Sejarah Hidup Muhammad Husain Haekal yang diterbitkan dalam bahasa Arab pada tahun 1935.
237	Q12521118	Tetty	Di samping menyanyi Tetty juga berprofesi sebagai produser rekaman dan juga dokter gigi.
238	Q16773556	Idrus	Idrus dilantik sebagai Menteri Sosial pada 17 Januari 2018.
239	Q12517351	Sumardjono	Sumardjono, sebelumnya menjabat sebagai Inspektur Jenderal Departemen Pertahanan.
240	Q25464517	Lee Jeong Hoon	Lee Jeong Hoon sempat tergabung ke dalam grup idola Hitz.
241	Q43293	J. M. Coetzee	Saat pensiun pada tahun 2002, J. M. Coetzee pindah ke Adelaide, Australia di mana J. M. Coetzee diterima di Universitas Adelaide.
242	Q180589	Boris	Dengan perolehan lebih dari satu juta suara, Boris menjadi wali kota dengan perolehan suara terbesar dibanding politikus manapun dalam sejarah Britania Raya.
243	Q2856212	Chun	Chun dikenal sebagai kolektor barang antik khususnya kerajinan dan barang antik Korea kuno.
244	Q4202200	Kyai Haji Hasyim Asy'Ari	Kyai Haji Hasyim Asy'ari adalah putra dari pasangan K.H.
245	Q173629	Nicholas	Sebelumnya Nicholas pernah bekerja untuk beberapa tim F1 seperti McLaren dan Scuderia Ferrari.
246	Q1778792	Negara	Setelah jatuhnya Prancis pada tahun 1814, Kongres Wina pada tahun 1815 mengatur bahwa wilayah negara ini akan menjadi bagian dari Keharyapatihan Toscana.
247	Q12498211	Andit	Pada tahun 2005, bersama Rizal, Radha, Endra dan Mai, Andit ikut mendirikan grup Kertas sebelum akhirnya berganti nama menjadi Armada pada tahun 2007.
248	Q19942318	Debo	Debo memulai kariernya dengan mengikuti ajang pencarian bakat anak-anak Idola Cilik musim kedua pada tahun 2008 hingga tahun 2009.
249	Q310164	Lysias	Lysias adalah salah satu dari sepuluh orator Attika yang disertakan dalam "Kanon Alexandros", yang disusun oleh Aristophanes dari Bizantium dan Aristarkhos dari Samothrakia pada abad ketiga SM.
250	Q465335	Elizabeth Cady Stanton	Elizabeth Cady Stanton adalah salah satu tokoh gerakan perempuan yang muncul di Amerika Serikat yang giat berjuang untuk kaum perempuan pada akhir abad ke-19.
251	Q34189	Pablo	Novelis Kolombia, Gabriel García Márquez menyebut Pablo "penyair terbesar abad ke-20 dalam bahasa apapun".
252	Q57613	Ahmed	Ahmed dianggap oleh pengamat Barat memiliki kedekatan dengan militer Aljazair dan anggota dari faksi "pembasmi" pada perang saudara tahun 1990-an melawan militan Islam.
253	Q41235	Emilio	Emilio pernah membela klub utamanya seperti Real Madrid Castilla, Real Madrid, dan Club Celaya.
254	Q232425	Adelaide Dari Aquitania	Adelaide dari Aquitania adalah pelopor dari Wangsa Kapetia di Prancis.
255	Q57089	Paul	Sebagian program riset itu dipandu teori Paul bahwa kemampuan molekul obat pembasmi kuman penyakit bergantung pada strukturnya, khususnya sisi rantainya, yang bisa berikatan pada organisme yang menyebabkan penyakit.
257	Q312167	Meyer	Meyer juga memimpin Murder, Inc. untuk The Commission dan bertanggung jawab atas pembangunan Las Vegas oleh Mafia dan hubungan dengan rezim Kuba korup Fulgencio Batista y Zaldívar.
258	Q1191225	Tan	Tan mencoba memperoleh dukungan militer dari jenderal Yuan Shikai yang tertarik dengan reformasi.
259	Q2916514	Oded	Oded memiliki salah satu koleksi arkeologi Biblikal terbesar di dunia.
260	Q11213333	Hyang	Hyang dianggap identik dengan Bhra Hyang dalam Pararaton.
261	Q244071	Kavadh	Kavadh digantikan oleh putranya, Khosrau I.
262	Q256580	Gian Gastone De'Medici	Gian Gastone De'Medici Gastone de' Medici adalah putra kedua dari pasangan Haryapatih Cosimo III dan Marguerite Louise d'Orléans.
263	Q159575	Hugues	Setelah Lothair dan anaknya dari dinasti Karolingia meninggal pada awal 987, Hugues dipilih menjadi raja Prancis oleh para bangsawan dan dimahkotai di Noyon, Picardie pada 3 Juli 987.
264	Q40258	Arsinoe Iii Dari Mesir	Arsinoe Iii Dari Mesir III merupakan anak dari Ptolemy III dan Berenice II.
265	Q12471746	Amarullah	Amarullah, merupakan lulusan Akademi Angkatan Udara tahun 1981.
266	Q380237	Michael	Michael memulai kariernya dengan berkarya dalam televisi Britania Raya sebelum beralih ke perfilman fitur.
267	Q238331	Mona	Mona merupakan profesor bahasa Inggris di UCLA.
268	Q335231	Osama Moustafa Hassan Nasr	Menurut laporan, Osama Moustafa Hassan Nasr ditangkap oleh dua orang saat sedang berjalan ke sebuah mesjid dari rumahnya.
269	Q32522	Jennifer	Peran film besar pertamanya Jennifer datang pada komedi horor tahun 1993 Leprechaun.
270	Q310402	Scott	Scott memulai kariernya di Bristol Rovers dan Chelsea.
271	Q7347498	Hanum Salsabiela Rais	Hanum Salsabiela Rais menempuh pendidikan dasar Muhammadiyah di Yogyakarta hingga mendapat gelar Dokter Gigi dari FKG Universitas Gadjah Mada.
272	Q678041	Taylor	Taylor juga memainkan keyboard dan sesekali glockenspiel ditetapkan saat live mereka.
273	Q17411187	Sarah	Sarah mengawali kariernya sebagai finalis model cover sebuah majalah remaja pada tahun 2006.
274	Q313279	Jackie	Jackie kemudian menggugat ibu dan ayah tirinya atas pendapatan filmnya yang dihambur-hamburkan dan memprovokasi California untuk memberlakukan perlindungan hukum pertama yang diketahui untuk pendapatan artis anak-anak, RUU Aktor Anak California, yang dikenal luas sebagai "Coogan Act".
275	Q43977	Jan	Saat ini, patung Jan terdapat di Alun-Alun Kota Tua Praha, yang disebut Staroměstské náměstí.
276	Q466458	Laurence	Laurence dahulu Pernah Menjabat sebagai Menteri Pekerjaan Umum sampai tanggal 7 November 2012, ketika Laurence mengumumkan keputusannya untuk mencalonkan diri sebagai Presiden Chile.
277	Q584313	Massimo	Massimo memulai kariernya sebagai pemain di klub Sambenedettese, kemudian pernah juga membela klub Messina, Verona, Torino dan Ravenna.
278	Q16216696	Elsa Manora Nasution	Elsa Manora Nasution mewakili Indonesia di Olimpiade 2000 dan kemudian memenangkan medali perunggu pada even 100 m gaya punggung di SEA Games 2003 di Hanoi, Vietnam.
279	Q189526	Brian De Palma	Pada tahun 2015, Brian De Palma diwawancarai tentang karyanya dalam sebuah film dokumenter yang diterima dengan baik oleh Noah Baumbach.
280	Q229192	Catherine Dari Valois	Lahir di Hôtel de St Pol, Paris, dan wafat di Biara St Saviour atau Biara Bermondsey, London, Catherine Dari Valois dimakamkan di Westminster Abbey, dan selama masa pemerintahan Henry VII tutup peti matinya terbuka secara tak sengaja, memperlihatkan jenazahnya, yang selama beberapa generasi menarik perhatian para wisatawan; kerangka Catherine Dari Valois tidak dimak
281	Q71275	Spencer	Tracy pertama kali menemukan bakat aktingnya saat menghadiri Ripon College, dan Spencer kemudian menerima beasiswa untuk American Academy of Dramatic Arts.
282	Q103902	Rudolph	fundoplikasi Nissen, sebuah prosedur pembedahan untuk pengobatan Penyakit refluks gastroesofagus, diambil dari nama Rudolph.
283	Q2079131	Henry Maclaine Pont	Setelah lulus Henry Maclaine Pont kembali ke Hindia Belanda dan mendirikan suatu firma perancangan bangunan.
284	Q133040	Alberto	Alberto dengan cepat menerapkan reformasi ekonomi neoliberal untuk mengatasi hiperinflasi dan ketidakstabilan ekonomi, yang membuatnya mendapatkan dukungan awal dari lembaga keuangan internasional, militer, dan kelas atas Peru.
285	Q12488239	Juwita	Juwita Tohfany mulai dikenal luas berkat dalam serial Eneng.
286	Q319693	Oscar Hammerstein Ii	Pemenang penghargaan Academy Award sebanyak dua kali untuk "Lagu Asli Terbaik" dan sejumlah komposisi musik Oscar Hammerstein Ii termasuk ke dalam karya-karya yang disebut Great American Songbook.
287	Q786377	Rogerio	Rogerio adalah anggota pendiri pemerintahan independen pertama Timor Timur, pada tahun 1975, yang dipimpin oleh Fretilin.
288	Q17410484	Metta	Mantan wartawan Tempo di bidang ekonomi dan investigasi ini Metta dikenal sebagai penulis buku Saksi Kunci yang berkisah tentang kasus pajak Asian Agri Group, yang dituliskannya selama lebih dari enam tahun.
289	Q710806	Kizza	Pada Oktober 2021, Kizza meluncurkan sebuah gerakan baru, yang disebut Front Populer untuk Transisi, menyatukan beberapa kelompok politik.
290	Q216614	Alan	Alan kemudian bermain untuk tim utama Leeds United pada tahun 1998 hingga 2004.
291	Q557556	Y. R. Chao	Y. R. Chao menemukan skema romanisasi Gwoyeu Romatzyh, yang berbeda dengan pinyin dan sistem romanisasi lainnya, dapat menyalin pengucapan bahasa Mandarin tanpa perlu diakritik untuk menunjukkan tekanan nada.
292	Q12490411	Bertens	Bertens aktif sebagai staf di Pusat Pengembangan Etika Universitas Atma Jaya Jakarta dan mengepalai badan itu pada 1984 hingga 1995.
293	Q117710	Lorin	Namun sebagai perbandingan, kariernya Lorin di Amerika Serikat sendiri berjalan dengan lambat.
294	Q933957	Kishore	Kishore juga menjabat Presiden Dewan Keamanan Perserikatan Bangsa-Bangsa sejak Januari 2001 sampai Mei 2002.
295	Q28724336	Heru	Selain menulis, Heru juga menampilkan Heru karyanya di berbagai panggung pertunjukan, antara lain di Museum Rumah Budaya Tembi dalam acara Sastra Bulan Purnama dan Gedung Komisi Pemberantasan Korupsi dalam roadshow Puisi Menolak Korupsi.
296	Q216917	Jaap	Selain memenangkan banyak trofi klub termasuk Eredivisie, Coppa Italia, Piala Interkontinental dan tiga gelar Liga Premier, Jaap memenangkan beberapa penghargaan pribadi termasuk terpilih sebagai bek terbaik di 1998–99 dan Liga Champions UEFA 1999–2000 serta berada di PFA Team of the Year tiga kali berturut-turut dari tahun 1999
297	Q191037	Jim	Jim lahir di Greenville, Mississippi dan dibesarkan di Leland, Mississippi dan Hyattsville, Maryland.
298	Q267536	Nancy	Nancy adalah Presiden Divisi Timur Asosiasi Filsafat Amerika.
299	Q56390676	Sultan	Nama kecil sultan adalah Adji Dabo’ alias Adji Misbah.
300	Q438200	Jenderal	Sebagai CIGS, Jenderal berkomitmen kepada sebuah strategi Front Barat yang berfokus pada Jerman dan melawan apa yang Jenderal anggap sebagai operasi pencaplokan pada front lainnya.
301	Q2475808	Ulrich	Ulrich tinggal dengan ibunya dan adiknya saat orangtuanya bercerai.
302	Q200868	Marek	Prestasinya Marek yang paling menonjol termasuk memenangkan Liga Champions UEFA bersama AC Milan dan terpilih sebagai Czech Footballer of the Year 2007.
303	Q187814	Tracy	Tracy paling dikenal karena singlenya yang berjudul "Fast Car", "Talkin' 'bout a Revolution", "Baby Can I Hold You", "Give Me One Reason" "The Promise" dan "Telling Stories".
305	Q196560	Kelsey	Kelsey berkarier di dunia film sejak tahun 1983.
306	Q163079	Catullus	Karya Catullus masih dikaji secara meluas, dan pengaruhnya masih dapat dilihat dalam puisi kini dan bentuk seni yang lain.
307	Q272012	Eddie Van Halen	Setelah beberapa kali bekerja sama dengan David Lee Roth mereka memutuskan untuk menariknya menjadi vokalis, setelah sebelumnya Eddie Van Halen mengisi posisi ini.
308	Q2071370	Ion Heliade Radulescu	Sebagai seorang nasionalis, Ion Heliade Radulescu merupakan salah satu pemimpin revolusi Wallachia 1848.
309	Q12471433	Aldri	Sekarang Aldri mempunyai profesi sebagai music publisher dan juga pernah menempuh pendidikan musik di Kursus electric bass LPM Farabi.
310	Q441294	Altiero	Altiero dianggap sebagai salah satu Bapak Pendiri Uni Eropa karena Altiero adalah salah satu penulis Manifesto Ventotene, peran pendiriannya dalam gerakan federalis Eropa, pengaruh kuatnya pada dekade-dekade pertama integrasi Eropa setelah Perang Dunia II dan kemudian perannya dalam peluncuran ulang proses integrasi pada 1980an.
